医保买药确实贵的离谱了,待回复,医疗 建言,滨***,2019-12-0211:11,我在青浦白鹤镇云湖药店买了两袋百蓝根就花了151元，医保里面的钱就不是钱了，板蓝根哪里都有卖的，十几二十块钱的药，让你们卖出了新的高度！希望政府办实事！,,,
《农民要建房，政府不批新宅基地》,待回复,三农 投诉,江***,2019-12-0209:13,白鹤的村庄规划文件什么时候下发？10年了，做个规划要10年吗？上海市政府的规划等到何年何月？让我们老百姓没人容身之地，十年建房的原材料人工成本翻了好几倍，你们政府想弄死我们无地无房的农民呀？白鹤的一个青龙村形象了一片区域，我们赵云又没古遗址。45以下的人都没人在种地了，这么等下去，孩子们大了成家都无定居的房子了。,,,
拒不执行垃圾分类  多户民宅内存在群租,待回复,环保 投诉,好***,2019-11-2208:41,青浦 重固镇 回龙村 472 473 474 475 这些民宅内住着大量租户 从18年实行垃圾分类 就劝说垃圾要分类 至今扔不执行 近来上门劝说 租户不但不分 还威胁打人 ,,,
房屋质量安全隐患严重，管辖人员不作为,待回复,城建 求助,我***,2019-11-2010:33,房屋位于沪青平公路2799弄56号，是精装房，拿到手就因屋顶开裂维修过两次，后情况愈发严重，到物业报修过三、四次，来人看过就没有下文了，现在情况更严重，我觉得已经影响到我们一家人的正常生活的安全了，说不定哪天就会塌下来，也往上一级反映了，至今没有结果，无奈之下上了留言板，打扰了领导，希望能够解决问题。,,,
青浦区公园东路2099号烂尾拆迁问题,待回复,城建 咨询,李***,2019-11-0716:29,你好，作为一个住在普通市民，看到距离青浦区市政府如此近的位置有此烂尾项目，而且一拖20年，比较影响青浦形象，也比较痛心，每次听说又要启动了都无比高兴，后来又不了了之。请问这个项目拆迁重建有什么进展吗？,,,
农民工工资要不到,待回复,城建 求助,廖***,2019-11-0713:46,尊敬的赵书记您好：本人2017年2O18年带领十几个兄弟在朱家角中骏雍景湾工地干砌墙活，至今还欠农民工工资五万元整，当时冯X同意这五万元公司付，后来查帐发现廖X兵的工程款没有了，所以又不付，他们俩互相推辞，都不付这批农民工工资，在这肯请赵书记帮忙解决，谢谢。,,,
小区建筑垃圾堆放点严重影响居民生活,待回复,城建 投诉,Q***,2019-11-0610:25,庆华苑也就是沙埭浜路258弄的建筑垃圾堆放点，离居民楼太近，导致影响居民生活。第一，噪音大且经常早上6:30不到开始铲垃圾，大型卡车加垃圾抛洒直接导致扰民。第二，灰尘污染严重，每次来铲建筑垃圾灰尘产生量很大，导致周边居民没法开窗、晒出的衣服也会积灰。第三，不安全，由于卡车停在小区道路中间，铲建筑垃圾工人会直接抛物，路过的行人车辆会很危险。由于我是一名孕妇，这个建筑垃圾堆放点已经给我生活带来了很严重的影响，噪音导致睡眠不好；灰尘导致全身过敏。本来是垃圾分类的好事，但选地方也应该考虑到离周边居民楼太近，这就变成了坏事，望有关部门领导能尽快解决。,,,
五浦汇B区小区麻将扰民,待回复,治安 投诉,z***,2019-11-0609:13,您好，青浦区五浦汇B区崧子苑13号楼某房，每天都有人打麻将，该房屋属居民住宅，但非法开设棋牌室。该棋牌室麻将声和说话声很大，棋牌室一般经营到半夜12点才结束。周围邻居无法休息好，影响到白天工作。希望执法部门能加强执法监管。,,,
外地农民工维权无门,待回复,就业 求助,弟***,2019-11-0607:33,我是甘肃人，2019年4月份经网络中介介绍到青浦区嘉松中路3899号百世快递仓库上班，由于刚出校门第一次出门打工，什么都不懂，没有签订任何合同，上班第三天就被百世工人赵X宝驾驶叉叉车撞断了脚踝，住院初期百世负责人曹X民骗走了我的工牌，销毁了我在百世上班的一切证据，现在已经七个月了，没有任何答复，走劳动仲裁由于缺乏直接证据没有认定劳动关系，现在脚还走不了路，打官司也没钱，生活靠家里救济，找了好多部门都没答复，我好端端的一个脚就这样废了，我才二十岁，现在还要做二次手术也没有钱，恳请领导能关心一下我们外地农民工维权的难处，为我说一句公道话，跪谢！,,,
劳务公司不发工资,待回复,就业 建言,匿***,2019-10-3118:44,暑假我和同学一起经过上海滨淮劳务派遣有限公司安排到淮安丰瑞化妆品有限公司，因为开学，我们8月底离职，8月份工资到现在还没有发放，企业说发给劳务公司了，劳务公司不发，我们没有办法，只有过来求助！#拒绝欠账#,,,
居改非，私自改建粪便池污染河道,待回复,城建 投诉,W***,2019-10-2418:04,中铁逸都某用户居改非，租赁给青亭新能源科技发展有限公司经营汽车充电桩影响居民正常生活，地下室另租给别人，将原有房屋私自搭建粪便池，并将粪便另接管道排入下水道流入汤家浜河道，周边恶臭不断，联系物业居委12345都无法解决 只求书记出面替我们老百姓解决一下。,,,
路标警示,待回复,治安 建言,豪***,2019-10-2417:37,领导你好！我是来沪务工人员，北青公路香花桥路段虽说设置有斑马线并没有警示牌，每次过马路都是胆战心惊的过，来往车辆也不让行也没有警示牌告知前方有斑马线避让行人的。请领导们能重视这个问题，谢谢了,,,
非机动车占用人行道,待回复,治安 投诉,W***,2019-10-2416:03,地铁17号线青浦新城站4号口非机动车停放人行道上 只留出一条盲道行走。行人 轮椅车 婴儿车只能在非机动车道上走 非常危险 12345投诉多次都无法解决 希望赵书记能给广大老百姓解决一下 不要和政府部门相互踢皮球不管此事，也不希望各领导部门明知此现象不合理 还支持这种现象 谢谢。,,,
朵x云文具用品经营部非法营业,待回复,治安 投诉,d***,2019-10-2310:54,投诉:上海市青浦区朵x云文具用品经营部地址:上海市青浦区白鹤镇白虬江路35幢37号xxx室1.未获得办学许可证（从业人员无教师资格证），持续非法办学一年多。至今仍在营业。2.建筑面积537平方，未获得办学消防验收（没有办学消防安全合格证）擅自投入使用开办培训机构一年多，目前一直在营业（已经非法营业一年多）3.没有餐饮服务许可证，采用黑窝点儿加工，运送到培训机构的方式，对其机构学员提供晚餐（每天6点左右供应晚餐,,,
组织学生听广告讲座,待回复,教育 投诉,匿***,2019-10-1118:50,作为一名高校新生，在大学一年级的生活已经被学习充实了，而学校还经常要求我们我听某些讲座。诚然有些ACCA，CPA的相关知识我们应该获取，但到最后都变成了某个教育机构的联系方式，以做广告的方式介绍，内容有失偏颇，浪费学生时间，还强制要求出席，以综测分数为代价！,,,
我不想乱扔垃圾！！！,待回复,城建 投诉,W***,2019-09-1916:40,盈港东路1785弄西郊一区垃圾定点（早晚两个时间段）投放，没有保障晚出晚归的打工仔的时间段，我无法正常扔垃圾，垃圾分类是一件好事情，但是如果因为无法扔垃圾而导致乱扔这件事却影响到了国民素质，我个人觉得这件事情便是不美的了，而我一个守法守德公民，居然因为这件事我却要乱扔垃圾，我强烈要求不要逼我乱扔垃圾！！！请求在中午时间段增加一个时间段。个人不能理解，为什么全天有垃圾桶，并也有志愿者看着，反而成了他们志愿者有了权利，说：过点了，不能扔拿回去！！！那为什么要放垃圾桶又为什么要浪费这人力物力呢，如果非得全体监视这个扔垃圾的地方而不改成请垃圾分类放好呢，就因为不是早晚吗？,,,
如果居民连睡觉的权利都没有，那大力发展建设有,待回复,环保 投诉,我***,2019-09-1512:05,青浦区会恒路200弄的工地，自打我入住这边的半年以来，日夜不停的施工。严重影响居民的休息，严重扰民。各部门投诉个遍，市长热线，环保局，城管。没有一个部门进行负责，都是含糊其辞，互相推卸责任，工地依旧日夜施工，加班加点，噪声巨大。试想，卧室和工地只隔着一条马路，半夜窗外尽是水泥车的喇叭声，浇灌机的轰鸣声，工人的吆喝声。刚一睡醒，又被惊醒，反反复复。经本人半年来的观察，此工地施工非特殊施工，水泥浇灌5个小时能完成，为何偏偏喜欢在夜间。原因大概是赶工期或者水泥运输存在非法运营嫌疑。望尽快查办，重视居民基本的休息权利，如果人民连睡觉的权利都没有，那大力发展建设有何意义。,,,
黑车非法营运,待回复,交通 咨询,w***,2019-09-0318:25,外青松公路纪鹤公路东约100米中石化加油站，每晚8-9点有多辆黑车非法营运，,,,
崧泽华城华中苑地区申请规划便民设施,待回复,城建 建言,落***,2019-08-0709:01,崧泽华城华中苑离宝龙广场还有一定距离，但随着动迁居民的搬入，以及附近房屋满三可以买卖后很多购房居民也大量装修入住，本人也是其中一员。目前附近配套银行，建材小卖部……便民设施缺乏，电影院，公园等娱乐设施更无从谈起，为了周边居民的生活质量请政府领导可以尽快考虑规划，谢谢,,,
青浦垃圾场散发出的气味困扰民生,待回复,环保 求助,Y***,2019-07-2514:34,领导，您好！我是昆山市千灯镇石浦东方玉园的业主。几乎每天19时左右的时间小区就要受到很浓烈的异味骚扰，业主们向当地环保办反映，得到回复是近期风向为东南风，千灯镇南部居民区（村）感受到的空气臭味来源系上海国清生物科技有限公司（简称青浦垃圾场）所产生，该公司现处理生活垃圾采用生物堆肥发酵-残渣填埋的工艺，所以挥发出强烈的臭味。在此恳请政府能够拿出有力的措施整改或者搬迁此企业。谢谢！,,,
徐泾东地铁站6号口出入问题,待回复,交通 投诉,z***,2019-07-2409:41,你好，徐泾东地铁站6号口，经常出现公交车站到地铁站20米，但是中间拦了很多栏杆，并且没有地标，绕半天都进不去6号口，只能放弃，走很远到8号口。,,,
联通打着5g的旗号，所住小区只有两格信号,待回复,城建 投诉,大***,2019-07-2117:04,书记你好，我是安徽外来务工人员，住在华新镇新凤北路900弄****，房子里联通手机信号只有两格，有3g的网速就不错了，这些年国家一直提倡三大运营商提速降费，堂堂大上海，可我们这连信号都这么差，不知道是怎么提速降费的，看个电视，刷个游戏啥的让人恼火不行，希望得到回复，谢谢！,,,
业委会管理小区好,待回复,城建 建言,匿***,2019-07-0313:14,我们业委会不仅赶走了坏企业，引进了金地物业，而且积极制定更完善的社区规约，大大减少了不文明行为，小区大变样，每个小区都这样，社会就会从根本上走向文明#业委会#,,,
赵重公路红十字会门口路口重大交通安全隐患,待回复,交通 建言,赵***,2019-06-2920:39,出赵重公路红十字会门口的无红绿灯的路口，南面设置限速60码标牌，限速太高，该路口及附近有红十字会陈列馆，对公众开放，人流较大，万科晶源小区以及物流园区的车流及人流也都很大，另外南面100米左右就是一个有红绿灯的路口，该路口到下个路口之间仅区区100米，过高的限速会给司机错误的提示信息，从而忽略该路口的存在，因此车辆经过该路口斑马线都是呼啸而过，很少有减速慢行或礼让行人的，快车道车辆在碰到前车突然减速掉头时，也会违章变道，右侧超车，对行人安全通行的隐患极大，斑马线形同虚设，行人的过马路权利变相被剥夺。进万科晶源小区的车辆在红十字会路口压斑马线掉头的很多，行人过斑马线需要与掉头车辆抢道，斑马线上的诸多车痕说明了压斑马线掉头现象的普遍性。另外斑马线这侧的绿化太高，甚至比没有斑马线的一侧绿化更高，挡住了小轿车驾驶员的视线，行人经过斑马线容易进入司机视觉盲区，险象环生。路口东侧的机非车道间的水泥隔离墩缺口设置不合理，未与斑马线同宽。由于以上种种隐患，导致最近在该路口及附近已经连续出现二起致人死亡交通事故，因此恳请相关部门实地调研，消除或优化该路口安全隐患，保障该路口附近交通安全特别是行人过马路安全。,,,
端午节四天要求全区上班,待回复,政务 建言,匿***,2019-06-0612:23,为了配合上级扫黑除恶巡视，端午节本该休息的几天，要求全区政府包括村居工作人员上班。24小时值班。    未免有点不尊重人的基本权利。   #基层减负年#,,,
企业为赶产量，产线员工超时加班,待回复,企业 投诉,来***,2019-05-2916:10,领导好，我是一名普通的来沪务工人员，所在公司为上海市上骅涂装有限公司，地址是青浦区新达路900号。所在企业为了生产需要赶产量，让产线员工超时加班。早上7：45到岗开始工作，晚上20：15打卡下班，这是平时正常的上下班时间，可是现在每天为了赶产量，企业安排部分产线员工加班到晚上22：45，有时候甚至加班到23：45才下班，我们每天除了吃饭，工作时间达到了13.5小时甚至14.5小时，这样一来留给员工的休息时间只有短短几个小时。长期如此，身体肯定吃不消。希望领导能帮助协调，有个合理的工作时间，在辛勤劳作的同时也有个健康的好身体。,,,
青浦融信铂爵户型与图纸不符，涉嫌虚假销售,待回复,城建 投诉,躲***,2019-04-1809:03,您好！本人在上海奋斗多年，去年与老公夫妻二人在双方父母的资金支持下购买了位于上海青浦区大盈浦路1500弄的融信铂爵项目的期房一套。数月前，通过实地看房，我们发现房屋的实际户型与开发商提供的户型图、样板间和购房期间的宣传信息严重不符。购房前，我们多次前去前去售楼中心咨询和查看样板间。户型图（92平C2户型图）显示，厨房有两扇移门面朝客厅，这个户型正式融信对外重点宣传的正十字户型。样板间中， 两扇开门的厨房与客厅正对，具有良好的美观性、采光性，内部空间为东西长、南北短的浅 U 型设计，实用性也较好。我们在选房时也看了周边很多新楼盘，该厨房结构是我们非常看重的，对我的购房决策影响很大。然而，实际看房后发现，厨房仅有一扇开门， 即样板间厨房开门宽度的一半，且与客厅不正对，内部空间亦变为东西短、南北长的深 U 型，基本仅能容纳一人左右活动，美观性、采光性和实用性均大大降低，而且严重影响了房屋的价值。目前该房屋临近交房，我们已经联络到与我们遇到同样遭遇的六位业主，该小区这一户型有60户，价值近3亿，后期估计将有越来越多的业主发现问题。我们与融信铂爵进行过交涉，但对方仅表示个人非常同情我们，但无法给予我们赔偿。我们购房使用的户型图并未含在合同中，这个购房时我们提出过异议，但销售以这是网签的标准合同为由，说服了我们，并表示融信是大集团值得信赖。同时他们说我们购买的其实是92平米的另一个户型C3，这个是我们从来没有听过的，其他业主也是，我们和销售的聊天也证实了这一点。我们认为，作为不同的商品，销售应该使用不同的户型图销售，而不是用更好卖的C2户型代替，并且隐瞒了两户型之间的重大差异。购房时消费者是上帝，融信从销售到客服的态度都可圈可点，购房后却遇到这样的问题，且迟迟得不到解决，我们难以接受，在咨询律师后，目前我们六户业主已经联合寄出拒收函，但在信息更充足、专业知识更多的开发商面前，我们感到非常弱小，希望有关媒体和部门能够出面帮助维护购房消费者的应有权益，整顿房地产市场包括虚假销售、偷工减料、霸王条款在内的种种乱象。,,,
在上海市青浦区朱家角镇酒龙路151号,待回复,环保 建言,赵***,2019-04-1416:35,管理部门说在家沙场。该2018年。2月9日拆除一直拖到2019年。还没有拆除希望调查此事,,,
中央一再强调农民工工资不能拖欠,待回复,城建 投诉,遥***,2019-04-1114:41,我是河南安阳的，2016年我在青浦区置鼎路和业煌路交叉口的海珀风华项目打工三个月，工资25790元到现在还没讨要到手，希望贵领导重视此事，,,,
拖欠农民工工资,待回复,就业 求助,姜***,2019-04-0513:24,我要反应重固镇北青公路6598号意邦建材市场j2-66号的老板卢XX，欠工人三年的工资都没给，找他要他一直不给，做一年回家都是白条，我们现在家人住院急需用钱，希望青浦区赵书记能重视下，谢谢,,,
人人车，平台人员违约，不退还客户的过户押金,待回复,治安 求助,对***,2019-03-3111:02,在人人车平台卖车，平台派评估师来验车，验好车说有买家会与我联系，过了两天平台人员带了一个自称买家的人过来买车，双方价格谈好，对方支付了购车款，平台人员说为了配合过户让支付一千元押金，过户的时候退，原本说好一周过户，结果推迟了半个月，经过与平台销售多次协商才过户，过户后，销售一直推脱说没钱退还押金，最后直接说不退，与平台反馈，平台推脱说销售人员是线下交易，他们不管，可销售确实是人人车平台指派的人，平台推脱属于欺骗客户，那个销售人员，在顾客不知情的情况，把平台交易改成线下交易，过户后不退押金，属于诈骗行为，拙去公安机关报案，提供各项证据及聊天记录，但公安机关说情节不严重不予立案，恳求为我们老百姓做主，还我们一个公道,,,
徐泾镇招待所动迁补偿标准不合理！,待回复,城建 求助,申***,2019-01-2815:50,尊敬的赵慧琴书记：    由于接到动迁办关于老镇改造动迁征收通知书，经与动迁工作人员接洽，有几点基本情况需要领导汇报说明：    一、青浦区徐泾招待所是1998年通过徐泾镇政府广虹公司以集体企业改制形式将振泾路262号经评估作价后签订出让协议合法出售给王金元并经青浦人民法院公证确认。出售单位是徐泾镇政府下属徐泾广虹公司，法定代表人为钱海明。受让人是王金元。    二、根据徐泾镇改制办的要求，我们取得徐泾招待所的所有权以后企业经青浦工商局凭区政府改制办出具改制报告后变更为私营企业（上海昱苑娱乐有限公司），房产证为事后根据镇政府要求补办但是名称仍为徐泾招待所，房屋用途注明为办公用房。    三、在改制中，根据评估报告所有房产价格是参照当时市场价格，评估报告明细表中房产部分最高价格为1000多元每平米，包括设备等总价结算达222.47万元，最后出让总价格为246万元整，土地为租赁形式，使用费为3万元每年，第四年开始每年递增5000元（同期本镇改制的工业企业土地租赁费为4000元每年每亩）。这是1998年的价格，完全是以当时商业价格评估而来。    四、虽然价格相当高，但是为了以后的生活能得到改善还是咬牙买下了。为了不拖欠政府的应交款项，全家节衣缩食省吃俭用还不得已采用民间借贷的方式筹集资金付清全部款项。现在喜闻老镇改造要动迁，老城镇改造是利国利民利子孙的大好事，我们不应该也不能够不配合政府的动迁工作，而且也相信这次动迁政府也一定会认真考虑和保障老百姓的正当的合理合法的补偿要求的，我们从始至终积极配合政府的动迁工作，绝不会用一些不正当的理由阻挠政府推进动迁，甚至可以为了动迁工作顺利进行适当的让利也是可以考虑的。但是在接到镇府出具的评估报告后心情无比失落，镇府给出的价格仅为每平方1500元左右，加上所谓速签奖励费后的总的均价远远低于同期同街其他动迁户（其他动迁户均价58000元左右）。我们并没有要求和其他动迁户一样，毕竟我们是属于企业动迁，但以没有先例为由生搬硬套以工业厂房标准补偿是无法接受的，不作为商业用房可以理解但绝不能以工业厂房标准。我们诉求的只是合理合情合法符合实际的补偿，希望政府和领导本着公平公正的原则以保护人民百姓的利益出发给予我们一个公平合理的补偿！   本人承诺以上所有的信息资料完全真实，有原始资料为证，如有弄虚作假愿意承担一切法律责任和后果。 至此，敬礼！     振泾路262号业主王金元敬上,,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2018-12-0215:49,"  反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房，为何此违建房拆不了啊？希望松江区九亭镇相关部门按照""五违四必""精神，对上处违章建筑依法予以拆除,让城市市容秩序更加规范，城市环境更加整齐。 ​​​​",,,
上海市青浦区徐泾镇高景花园744户居民无路行,待回复,城建 求助,新***,2018-11-1608:57,"尊敬的赵书记，你好！    我是位于上海青浦徐泾镇高泾路999弄的高景花园小区居民。我们要反馈的问题是，作为拥有住户744户，进出车辆有600余辆，常住居民1000 多人的小区，仅有一个狭窄的出口,下雨天还出现了老人滑倒的情况，消防车也出人困难。去年西虹桥建设公司招标勘察谢家角路，小区居民特别感谢，为此还送了锦旗，据了解该项目推进十分困难。    今年进博会的召开，镇政府狠抓精细化管理，我们看到了除我们小区之外的环境都得到了极大的改善，唯独我们小区因为二次水改，导致的小区内部道路破损，绿化损坏糟糕，小区锻炼场所破损严重，没有任何改善。本人认真学习了上次关于对上海城市的精细化管理要求。期望徐泾镇政府能够将我们普通的、低收入群体小区作为精细化管理的示范小区，那么我们将十分感谢！",,,
关于民乐苑三期民欣社区消防隐患的求助,待回复,治安 求助,茶***,2018-10-1710:47,赵书记，你好：    很抱歉打扰您，我居住在盈港路1880弄民欣社区多年，这两年小区当中汽车越来越多，胡乱停放，但是却无人进行管理，导致了小区的主通道只能允许一辆小轿车通过，消防车根本不能进入小区，小区物业虽然设置了门卫，但是任何社会车辆都能够自由进入小区，由于小区对面就是公交车站，导致小区中滞留了大量社会车辆、忠斌旅游公司的大巴士、中巴车。    我们是拆迁户，年近90的爷爷和患有老年痴呆的奶奶也住在这个小区当中，还包括我两个学龄前的孩子，我们也一直向民欣居委会反映，但是居委会的同志告诉我们，其他小区也是这样的，自己居住的小区也停了很多车辆，所以无能为力，而且这都是物业管的，居委会没有权力管理。    目前两个问题：第一就是因为汽车胡乱停放，平常想带老人和孩子在小区里面散个步什么的，都要特别当心，因为汽车阻拦了视线，进出小区的汽车、电瓶车、自行车非常容易撞发生事故；第二就是消防问题，小区通道两边停满了车子，正常只能通过一辆车子，消防车进入小区只能到达正门进来20余米，后面90%左右的区域消防车无法进入，万一发生火灾什么的，只能依靠人力，而且小区中每天都有居民使用煤球炉，小区东面与河交界的地方属于荒地，经常有居民焚烧杂草。    今年3月份的时候居委会开始统计居民的车辆，我们以为是要进行管理了，结果到7月份的时候也没有任何动静，于是我拨打了12345市民热线，民欣居委会工作人员回复是物业公司的问题，7月底再次拨打时，民欣居委会陆书记承诺会在8月底前完成智能化社区的建设，9月6日陆书记联系我告诉我因为街道要统一协调，会在9月底国庆前完成，结果还是没有动静，9月30日我再次拨打12345热线，热线工作人员给我读了民欣社区回复12345的内容：居委会将会在2018年8月底前完成智能化社区的建设。    我不知道向谁向哪个部门反映这个事情，停车难是每一个小区的通病，我可以理解，但是消防隐患没人处理，特别是现在临近进博会，我们不希望家人发生什么，也不希望邻居或者小区里发生什么恶性时间，所以冒昧向您求助！,,,
一句“存量”就能让违建“天长地久”？,待回复,城建 投诉,y***,2018-09-2909:32,     青浦区委书记赵惠琴，你好：反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。     此外，违规设置临时疏导点在路边经营，随之而来的是各类环境卫生问题。随意排放的污水和被丢弃的垃圾污染了周边环境。     本市《城市道路管理条例》、《市容环境卫生管理条例》等明确禁止擅自占用城市道路人行道设置各类设施、应当保证设置设施后的人行道通行宽度不小于1.8米、任何单位和个人不得在道路两侧和其他公共场所搭建影响市容环境卫生的临时建筑物、构筑物或者其他设施。    希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
上海天壮物业乱收费，态度恶劣,待回复,城建 投诉,W***,2018-09-2119:18,尊敬的赵书记，您好！近期位于青浦区诸光路1355弄西郊家园被天壮物业接管，现在因中博会整理整顿小区，美化环境，物业趁机收费，而且态度十分恶劣。经查，小区属于安置房产，车位为业主集体所有，物业无权收费，其行为触犯物权法；另外，经查该物业不具有收费资质，属于违法行为。发改委三令五申，禁止乱收费，其顶风作案，请求领导为百姓做主，严惩违法乱纪行为，感谢受人爱戴的赵领导。,,,
依法拆除违规设置临时疏导点,待回复,城建 投诉,y***,2018-09-2009:08,上海青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。此外，违规设置临时疏导点在路边经营，随之而来的是各类环境卫生问题。随意排放的污水和被丢弃的垃圾污染了周边环境。希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
华新镇噪音毒瘤，无人整治,待回复,文娱 投诉,W***,2018-09-1709:55,华新公园每天晚上噪音响的不得了，根本没人管，吵都吵死人了，政府人员请问在哪里？管不管，多少年的问题了，就是个噪音毒瘤加工厂～吵死人了～每天都吵，没有一天安静的～,,,
拆除违规设置临时疏导点。,待回复,城建 投诉,y***,2018-09-0620:26,青浦区委书记赵惠琴，你好：    反映青浦区徐泾镇（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规搭建的简易设施，无固定墙体和顶棚的——临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。    此外，违规设置临时疏导点在路边经营，里面乱脏着、私自乱拉电线、门口岗亭外违规电瓶车充，电三合一住人、简易棚部分铁架松动等问题严重，随之而来的是各类环境卫生问题，随意排放的污水和被丢弃的垃圾污染了周边环境。一旦这临时疏导点发生火灾、或简易棚倒塌事故，后果严重。    希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。由镇有关部门牵头，在就近区域市场化运作，引进第三方配菜公司，提供一定的净菜配送服务。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
拆除临时疏导点 打通“断头路,待回复,城建 投诉,y***,2018-08-0802:35,青浦区委书记赵惠琴，你好：青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，马路也被设置了栏杆，机动车也被禁止通行。断头路”一度成为不少市民的出行之痛，畅通城市路网，是民心所向。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府聚焦交通补短板，关注民生之事，解决群众“急难愁盼，停止此段路面部分土地出让，拆除存在安全隐患和影响城市形象的马路违规设置临时疏导点，由区政府牵头，从区所在徐泾镇所在村（居）等单位，实地勘查“断头路”，收集好第一手资料，制订逐步打通“断头路”的规划，尽力在国际博览会前把这条老联民路开通，方便附近市民车辆进出沪青平公路。断头路的建成打通，不仅为附近市民节省了出行时间、缩短了出行距离，更拉近了政府与群众“心”的距离。,,,
违建厂房，噪音，粉尘，严重污染！,待回复,环保 投诉,匿***,2018-08-0110:57,尊敬的领导        您好！在当前拆违整治的大环境下，白鹤，鹤国路266号长隆塑胶有限公司，只是拆除了外围看见的，里面依然是违章违建，噪音，粉尘严重污染，明天检查今天都收到了消息，想想都让人不敢相信，恳请领导关注！,,,
光明,待回复,交通 建言,匿***,2018-07-2909:52,尊敬的领导您好:在重固镇徐山路上有数以万计的农民工上下班，可是一个路灯都没有，晚上上下班光线不好，容易发生交通事故，恳请解决一下，非常感谢！,,,
