医保买药确实贵的离谱了,待回复,医疗 建言,滨***,2019-12-0211:11,我在青浦白鹤镇云湖药店买了两袋百蓝根就花了151元，医保里面的钱就不是钱了，板蓝根哪里都有卖的，十几二十块钱的药，让你们卖出了新的高度！希望政府办实事！,,,
嵩山村村干部办事不力,待回复,交通 投诉,W***,2018-07-0211:05,尊敬的领导，你好！我是华新镇嵩山村村民，嵩山村205号前面这条水泥路是我们村庄平时出入的唯一一条水泥路，由于前两年有村民在这条水泥路边种植了一排小树，这两年间树越长越大，导致三分之一的路面已被长出来的树枝覆盖，路边又是一个很深的坎，现在我们进出非常不方便，为了躲避树枝的刮蹭，已经有好几部车子掉进路边的坎被卡住了。我跟村长郁林反应过好几次了，第一次他叫人来象征性的修了一下，没过一个多月又长出来了，上个月月初又跟他反应了，口头上是答应了，结果快一个月了也没人来处理！还有一些村里拆违章留围墙问题我后续再跟您反应！,,,
请领导能够体谅底层农民,待回复,其他 求助,N***,2018-05-1609:00,我是香花社区51号的村民，在1986年响应香花大队开河动迁，原拆除6间房子，大队重批宅基地位于新址，建造12米楼上楼下，房屋开工时因后面两家不同意我建造12米，找到村里协调，后经双方让步建造11米。后来实际建造3间小屋，两上两下加东侧一间平顶与主屋相连。今年动迁，拆迁办提调我方批复为两上两下三间小屋，批复里没有一间平顶，只能按实际面积176给予补偿，不能按照200平米补偿。事后找到当时村里的两名委员给我们出面作证，当时村里是给我们12米的政策。可动迁办方面说只认批复。可是这张申请批复不要说我们当事人没见过不知情，两位村委委员也不知情。希望领导能够体谅我们农民的无奈，响应支持了村里开河的决策，最终被一张不是本人提交的申请批复造成了不小损失。,,,
尽快恢复老联民路段道路,待回复,城建 投诉,y***,2018-05-0714:53,青浦区委书记赵惠琴，你好：反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。断头路”一度成为不少市民的出行之痛，畅通城市路网，是民心所向。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府聚焦交通补短板，关注民生之事，解决群众“急难愁盼，停止此段路面部分土地出让，尽快把这条老联民路开通，方便附近市民车辆进出沪青平公路。断头路的建成打通，不仅为市民节省了出行时间、缩短了出行距离，更拉近了政府与群众“心”的距离。,,,
无证经营 多次举报未果,待回复,城建 求助,",***",2018-04-2716:09,青浦区 重固镇 回龙村 472号  这户民宅 无证经营 加工（搭建舞台的金属架子及电子产品）架子打磨时火花四溅  还有加工控制音乐的仪器  来往车辆繁多  出行带来诸多不便   群租  没有安全的外地钢瓶  这些钢瓶一旦发生爆炸 后果不堪设想  多次举报未果的情况下望政府部门没解决这一难题  还老百姓一个干净 清洁无火灾隐患的环境 谢谢,,,
徐泾镇无证餐饮存在着食品安全隐患,待回复,城建 投诉,y***,2018-04-1307:51,青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患，市民对此问题反映强烈。 今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。 希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《五违四必》精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。 ,,,
整治无证夜排档   拆除违章临时疏导点,待回复,城建 投诉,y***,2018-04-1207:49,青浦区委书记赵惠琴，你好：反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《五违四必》(无违法建筑、无违法用地、无违法经营、无违法居住、无违法排污)精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
（金联村）违建临时疏导点何时才能整治,待回复,城建 投诉,y***,2018-04-0619:31,青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《实施》精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
拆除违章临时疏导点  尽快打通断头路,待回复,城建 投诉,y***,2018-04-0115:59,反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府关注民生之事，停止此段路面部分土地出让，尽快把这条联民路开通，方便附近市民车辆进出沪青平公路。,,,
整治无证夜排档  拆除违章临时疏导点,待回复,城建 投诉,y***,2018-04-0115:58,青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《实施》精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
取缔无证夜排档  拆除违章临时疏导点,待回复,城建 投诉,y***,2018-03-2606:51, 反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《五违四必》精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
拆除松江区九亭镇茂联路100号违章建筑房,待回复,城建 投诉,y***,2018-03-2009:38,反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房。希望松江区九亭镇政府执法部门调取茂联路100号房屋资料，确认违建面积，找房主做工作配合拆除，如房主不同意配合政府拆除违法建筑，那依照《实施》精神，对茂联路100号违章建筑房依法予以拆除。让城市市容秩序更加规范安全，家园更加整齐规矩。,,,
取缔无证夜排档,待回复,城建 投诉,y***,2018-03-1920:36,反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔。,,,
整治无证夜排档,待回复,城建 投诉,y***,2018-03-1607:38,反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔。,,,
拆除违章建筑房,待回复,城建 投诉,y***,2018-02-2619:11,松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房，租给外来人员群居，存在着严重的安全隐患。希望松江区九亭镇相关部门依法拆除违章建筑房。 ,,,
违建疏导点多数无证经营餐饮等,待回复,城建 投诉,y***,2018-02-2619:09,青浦区徐泾镇北青公路3028号处有高压线底下有一违建疏导点，里面经营着几家无证大排档，及各种餐饮，卫生条件十分恶劣，国家有规定高压线下不能建房，而该疏导点直接建在高压线下面，有着特大的安全隐患。希望望徐泾镇政府和有关部门重视这一存在重大安全隐患的疏导点,,,
南山雨果小区停车费问题,待回复,其他 求助,n***,2018-02-1222:02,书记您好：我是青浦区徐泾镇叶联路699弄南山雨果的居民，我们小区居民想求助政府。小区的物业随意对停车费涨价，现已涨到停一晚要30块，这简直就是商场的要价了，回个家都回不起了。我们只想知道，物业是可以随意这样涨价的吗，这次是30，过一段时间可能又要50、60了，这让我们老百姓怎么过啊。我们实在是没有办法了，希望政府可以只条明路，谢谢！,,,
尽快恢复原联民路段道路,待回复,城建 投诉,y***,2018-01-1313:41,青浦区委书记赵惠琴，你好：   反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“识青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府关注民生之事，停止此段路面部分土地出让，尽快把这条联民路开通，方便附近市民车辆进出沪青平公路。政府真正为民做实事，为创建青浦区全国文明城区而努力奋斗！,,,
打通联民路，方便市民出行,待回复,城建 投诉,y***,2018-01-0321:43,青浦区委书记赵惠琴，你好：     反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“识青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。政府在倡导打通断头路，而青浦区徐泾镇政府把好好的道路给封闭了，还要在临时疏导点地皮出让。希望青浦区委书记赵惠琴关注此问题，尽快把这条联民路开通，真正方便市民车辆进出沪青平公路。,,,
徐泾一小区面临火灾威胁，基层政府漠视不理,待回复,城建 求助,忍***,2017-12-2609:19,青浦区徐泾镇高泾路的高景花园小区约有700户居民，但是整个小区只有一个出口，单向通道最宽不到3米，人行通道大约有1米宽左右，全长有600百米，完全不符合消防通道的规定，整个小区的人民群众的生命安全受到极大的威胁。平时，出行极为不便，下雨天更加困难，并且在这条路上，发生多次交通事故，多名儿童受伤。  徐泾镇高泾社区居委，就在高景花园办公，数十年来，群众多次反映小区出行难和消防通道不合规定问题。但是居委会相关负责人，置广大群众的利益与不顾，漠视广大群众的生命财产安全，并没有向上级反应问题或采取行动解决出行安全问题，致使整个小区面临着极大的火灾隐患，生命安全受到极大的威胁。时至今日700户居民面临着巨大的火灾危险。  除此之外，由于高景花园小区的现任业委会不能解决小区的问题。业主按规定向居委会提交了业主50%的签名和20%的业主房产证复印件，要求重新选举业委会，高泾居委受理相关材料后，到现在没有给予一个明确的答复，不置可否，不作为。    只要把现在的路拓宽一下，或者把墙外的路连接一下就能解决的问题（墙外徐泾镇政府借给隔壁小区一条路大约一公里，就在小区五十米处，但是徐泾镇完全不顾我们需求，不让我们接上使用），为什么就迟迟不能解决？致使700户居民面临巨大火灾威胁。高泾居委会和徐泾镇政府是不是切实考虑小区居民的需求，不要不管不问！你能借给别的小区一公里，为什么不能借给我们五十米呢？   小区群众多次向12345反应，都没有解决问题，都是一些程序上回复。我强烈要求，至少要青浦区一级的部门给我回复，希望能引起重视，不要让火灾悲剧上演，不要把诉求又转到徐泾镇政府。否则没有任何实际效果。图中如果连上，小区多了一条求生之路。,,,
整治清退街头临时疏导点,待回复,城建 投诉,y***,2017-12-2420:53,反映青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路和人行道上违规搭建设置的临时疏导点，据了解，该临时疏导点是徐泾镇政府设置的临时疏导点，是租给私人承包（摊位收私金）的临时疏导点，严重影响城市的形象，也影响人行道行人和马路行车的正常通行，占道经营也存在着严重安全隐患问题。为加强经营性场所公共安全管控、规范市场经营秩序，以城市管理领域“补好短板”重大课题为主线，以改善城市市容环境质量为重点，有关部门要有效开展码头街临时疏导点整治清退工作。希望徐泾政府尽快在周边配套规划建设新市场，政府带头依法拆除豪都花园门口一段马路违建临时疏导点。并建议把联民路这段路与沪青平公路接通，以方便附近小区住户出入。,,,
市政建设多一点规划,待回复,城建 投诉,旻***,2017-11-1607:21,一段小小的围墙在几个月的时间里拆了又修，修了又拆，这次刚修好才3天又拆了。纳税人的钱就这样“流失”了。华新镇宝丰路999号,,,
徐泾镇高景花园744户对安全出行请求领导帮助,待回复,交通 求助,枫***,2017-11-0315:51,"致各级领导一封信尊敬的政府各部门领导:    我们是位于上海青浦徐泾镇高泾路999弄的高景花园小区业主。我们要反馈的问题是，作为拥有住户744户，进出车辆有600辆，常住居民1000 多人的小区，仅有一个狭窄的出口,还是借宅东村的！！！（见附实景图），小区就像被围墙包围着的孤岛。高景花园因为历史遗留问题和西郊景园多年协商未果。小区业主现在只能在唯一条两边都是围墙的窄道上通行，居民的出行极为不便且存在着严重安全隐忧。这个问题多年反馈无果。而我高景花园外正在施工一条宽阔的谢家角路（见附图规划及实景），此路直达沪青平公路，距离我们小区门口不足50米（见附图实景。这原有条路，那时还有本地人的宅基地房子，一间一间分租给别人的。后来被拆了，让这一片地荒芜起来，等着升值坐地起价。可能太贵了，还没有开发商来要。不知名原因突然我们有了围墙！）我们一点点被蚕食，终于有了触地反弹的现在！我全体居民请求各位领导可以指导 ，帮助我居民修建这50米的求生之路!尊严之路!幸福之路!图片因不擅长，提示格式问题，未能上传请谅解，可提供纸质。                                高景花园小区全体居民                                          2017-10-25",,,
违法建筑房何时才能拆除 ？？？,待回复,城建 投诉,y***,2017-09-0311:19, 青浦区徐泾镇沪青平公路1881弄5杠21号一住户，原二层房违规升自为三层房，房的北区也是违规扩建的，严重地影响到旁边住户的采光，这存量房为何当初没拆除呢？今年以来以“五违四必”治理工作为重点，重点有力拆除违建钉子户。请问青浦区徐泾镇拆违办，沪青平公路1881弄5杠21号这一违法建筑房何时才能拆除 ？？？,,,
徐泾豪都国际小区门口违法占道经营,待回复,城建 投诉,涩***,2017-07-2810:48,书记你好！关于青浦豪都国际疏导点违建多年，一直控扰着豪都靠小区几家别墅住户，在加上现在的车辆太多，本来一个联盟路开通还能缓解一下交通，可让疏导点占用栽了好多铁桩，给行人直接带来安全隐患，现在不是到处都拆违建，望政府能不能早点拿出个方案，给市民一个舒适的生活环境，这样的违章建筑严重影响市容市貌。存在安全隐患。,,,
求助信,待回复,就业 求助,q***,2017-06-1907:10,尊敬的赵书记您好：我是一名杭州师范大学医学院护理系本科应届毕业生。我去年通过了青浦中山医院的护理人员招聘考试，于2016年4月和青浦中山医院签订了三方协议，准予招聘我。但后来由于学校辅导员的失职和我自己的失误，导致差两个（二类）学分不能顺利毕业，故延长学制一年，于2017年6月应届毕业，青浦中山医院人事科和护理部在了解到我已经正常完成专业所需学分，只是差两个（二类）学分无法毕业入职，同时我向医院领导提出书面申请，我在中山医院以实习生的身份在医院实习工作一年，到明年再招聘时，我顺利毕业，医院人事部口头承诺直接录用我。我于2016年9月1日开始在青浦中山医院实习工作至今。6月9号上午，护理部主任对我说今年你即使拿到毕业证也无法入职了。我和姑母于6月12号上午去找青浦中山医院人事部主任王卫莲问明原因，她给我们的回答是由于人员招聘突然改革，现在人事招聘归卫生局管。后来我们去青浦区卫计委了解今年的招聘情况，卫计委人事跟我讲今年护士的招聘工作是青浦中山医院自己招的，让我回去和中山医院协商。此时我感受到了很多的不公和社会的恶意。如果你中山医院不想招聘我，4月份招聘好了，就应该如实告知我，我也可以去参加其他医院的招聘，但是却在6月9日这么晚几乎所有医院都完成招聘后跟我讲。我对这件事的愤怒是我相信承诺，坚守诚信没有去其他单位应聘，在医院无偿工作了一年，本就想留在青浦中山医院兢兢业业工作。结果却在6月9日突然通知我今年不能入职，晴天霹雳。上天已经对我太不公了，我7岁父母离异、19岁丧父，大四时辅导员工作失误导致延后一年毕业，现在青浦中山医院人事部这样做，简直就是拦断了我今后在医院工作的职业生涯，这对于我而言是十分巨大的影响，对我整个人生都是巨大的创伤。我在医院认真工作将近一整年后就这样被突然无情抛弃。我对此感到十分的不甘和伤心，青浦中山医院这么大的文明单位，招聘如此没有诚信可言，我现在感觉很无助、对未来很迷茫。本来家庭条件就十分艰苦，希望在医院入职后能自食其力，好好报答辛苦一辈子的爷爷奶奶，他们还未从丧子之痛的阴影中走出来，我应聘又被欺骗，叫他们情何以堪、何以承受？ 青浦中山医院人事部失诚信、失公德造成我现在工作无着落。我身处绝境，实在无路可走，只能向您领导求助，恳请帮助一个痛苦、悲凉、无助的我！此致敬礼！朱悦2017.6.16,,,
赵巷沪青平公路与赵重公路交叉口的小广场文化作,待回复,其他 咨询,3***,2017-06-0708:26,沪青平公路与赵重公路的交叉口，赵巷小广场上的广场灯，为何从来没亮过，而且这么好的一个崧泽神韵文化广场成了一些流浪汉和小偷的晚上睡觉的地方，建这个广场还有什么意义，简直是在玷污崧泽文化。能不能让广场上的等亮起来，把崧泽文化树立起来，让老百姓体会到这是一个广场，并可供老百姓生活娱乐休闲。把她的功能发挥出来！,,,
马路临时疏导点必须拆除,待回复,城建 投诉,匿***,2017-05-3116:37,反映上海青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建设置的临时疏导点，该临时疏导点严重影响城市的形象，也存在着安全隐患问题。青浦区徐泾政府仍未进行整改。为了切实解决这一马路乱象，政府搭建的马路违章临时疏导点也必须依法拆除。希望青浦区徐泾镇尽快规划建设新市场，政府带头依法拆除豪都花园门口一段马路违建临时疏导点。并把这段路与沪青平公路接通，以方便附近小区住户出入。 ,,,
关于豪都国际花园业委会选举,待回复,城建 投诉,孤***,2017-05-2318:39,尊敬的夏区长您好！我是家住徐泾豪都国际花园3002-6A的业主，家中屋顶漏水5年，找过物业、居委会、镇房办、区住建局都无任何结果，甚至连回访电话都没有，经了解该小区2年无业委会，好多业主苦不堪言，打过12345电话4次，也是无结果。该小区环境脏乱差，路面破损严重，小区绿化破损面积过多，违章建筑频繁。 个人觉得徐泾是青浦的一张名片，这样的小区出现在徐泾真的不应该，希望政府相关部门引起重视，一个业委会选举竟然2年多受阻，这中间是否有政府相关部门干涉，是否有一些领导干部做一些违规违纪的事情，请求赵书记关心一下老百姓的苦衷，帮老百姓办一些实事。最后我想问一句赵书记我党的宗旨是什么？,,,
关于豪都国际花园业委会选举推进工作,待回复,城建 投诉,孤***,2017-05-2318:39,尊敬的赵书记您好！我是家住徐泾豪都国际花园3002-6A的业主，家中屋顶漏水5年，找过物业、居委会、镇房办、区住建局都无任何结果，甚至连回访电话都没有，经了解该小区2年无业委会，好多业主苦不堪言，打过12345电话4次，也是无结果。该小区环境脏乱差，路面破损严重，小区绿化破损面积过多，违章建筑频繁。 个人觉得徐泾是青浦的一张名片，这样的小区出现在徐泾真的不应该，希望政府相关部门引起重视，一个业委会选举竟然2年多受阻，这中间是否有政府相关部门干涉，是否有一些领导干部做一些违规违纪的事情，请求赵书记关心一下老百姓的苦衷，帮老百姓办一些实事。最后我想问一句赵书记我党的宗旨是什么？,,,
上海咏乐企业管理有限公司智库星还我血汗钱,待回复,企业 求助,死***,2017-05-1716:19,尊敬的人民公仆你好：我被上海咏乐企业管理有限公司，智库星创意玩具童车生活馆骗了一万多元血汗钱。以前说的进货价格很低，交过二两万块钱后给我发了一些货物。价格比市场价都高。和以前他们说的价格有天壤之别。而且不让退货也不退钱，我现在真是欲哭无泪。请领导们管管这些皮包公司，别让他们再去骗人骗钱了。还我血汗钱。同时也别给上海抹黑了。,,,
光明工程,待回复,城建 求助,匿***,2017-05-1123:57,尊敬的父母官。我与上上海市光明工程的一家公司签订了光明工程施工协议，合同的保证金 也交了。工人的保险费也买了。工作服钱也交了。等了一个多月了还没有开工。下面的做事情的人很急。天天在等损失很大，问公司什么上海开工，回答在等，原来3月6号开工，推迟二会结束。现在都月底了。都问不出什么具体的开工日期。只有求助您了，拜托,,,
违建马路临时疏导点也必须依法拆除,待回复,城建 投诉,匿***,2017-02-2807:49,反映青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建设置的临时疏导点，该临时疏导点严重影响城市的形象，也存在着安全隐患问题。为了切实解决这一马路乱象，政府搭建的马路违章临时疏导点也必须依法拆除。希望青浦区徐泾镇尽快规划建设新市场，政府带头依法拆除豪都花园门口一段马路违建临时疏导点。,,,
上海青浦区求助,待回复,教育 咨询,匿***,2017-02-1607:10,借校费用6000一年，叫我们这些农民工如何去面对。,,,
拆除马路违章搭建,待回复,城建 投诉,匿***,2017-01-2416:34,反映青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建市场，严重影响城市的形象，也存在着安全隐患问题。为了切实解决这一马路乱象，希望青浦区徐泾镇规划建设市场，依法取缔豪都花园门口一段马路违建市场。,,,
一住户二层房违规升自三层房,待回复,城建 投诉,匿***,2017-01-2416:33,反映青浦区徐泾镇沪青平公路1881弄5杠21号一住户，未经主管部门批准，擅自把原二层房违规升自为三层房(北墙放宽1.5米左右、升高1.6米左右)，房的北区也是违规扩建的。严重影响旁边住户采光，希望青浦区徐泾镇政府尽快对沪青平公路1881弄5杠21号违规乱搭建房依法予以拆除，并恢复原样。,,,
求助,待回复,其他 求助,匿***,2017-01-1916:19,   本人在12月初在上海巧收信息技术有限公司8000元购买一台芊手牌美甲机，到货后因机器无法正常工作该单位重新更换，更换后的机器任然无法正常工作，售后人员通过电话多次调试无结果。年关将至，恳请书记帮我让该单位把我8000元返还。,,,
上海艺瑾雕塑有限公司欠我工资,待回复,就业 求助,匿***,2016-12-1514:34,赵书记您好！我是安徽的一个农民工，16年3月份至9月份我在上海艺瑾雕塑有限公司上班，至今工资没有全部拿到，公司还欠我20000万元的工资，春节将近我没办法只好向您求助！希望您能帮我要回我的血汗钱！谢谢,,,
房租无休止的上涨谁来管,待回复,其他 投诉,匿***,2016-12-0214:08,书记您好!我是99年来上海，不说为上海做出多大贡献，但也尽了一份力。然而现在拆危。搞的我们负担不起房租。我租的12平米房子房东竞然要我950元一月。比上月涨了一半。请问书记民房出租有没有合理的收费标准。为我们外来工说句话。,,,
行政服务中心,待回复,环保 投诉,匿***,2016-11-1717:27,行政服务中心在上班期间三楼施工，噪音就不说了，现在还在涂油漆，这不是让我们在里面办公的人吸毒吸毒吗？和办公室反应完全不作为,,,
赵巷镇小区门口无故堆放大量垃圾，无人治理,待回复,环保 投诉,匿***,2016-11-0319:36,赵巷镇金葫芦16区（垂姚支路255弄）小区门口堆放大量生活垃圾，至今已数月，无人管理，无人治理。,,,
赵巷镇马路无故堆放建筑用材，占用机动车道非机,待回复,城建 投诉,匿***,2016-11-0319:36,赵巷镇金葫芦12区后门（垂姚支路）堆放大量的建筑材料，钢筋，铁架，占用机动车道，非机动车道，严重影响车辆，行人通行。阻碍交通，遮挡视线，大大增加了行车风险，望有关部门尽快解决。,,,
上海青浦区赵书记你好!！,待回复,治安 投诉,匿***,2016-10-2715:13,赵书记你好！本人是上海天赐福投资管理有限公司工作，老公是南汇新场镇的，为代领工资一事，把我办公桌上东西撕的撕，扔的扔，把放满铁箱子都到我这边推，口出狂言，把我弄伤了，拒不道歉，我害怕啊！,,,
凤溪中学师生在拼了命的上课何时还他们一片蓝天,待回复,环保 投诉,匿***,2016-10-2713:16,凤溪中学的老师们拼了命的在工作，那里的学生拼了命的在学习！学校门前的污染源何时可以结束？近十多年来凤溪中学校园里经常飘来刺鼻异味，老师和孩子闻了之后身体出现不适，去年经投诉后，经环保部门的介入情况相对改善，但是近一年过去了，这学期异味问题又开始出现了，比之前的更严重，师生明显感觉异味强烈，扁桃体炎因此发炎，咳嗽，头疼，浑身不舒服。事情已经发生几年了，但是相关部门还是没有解决环境严重污染的问题，孩子在这样的坏境中学习成长使得我们家长们每天是忧心忡忡，相关政府部门的不作为也使得所有的家长及老师都很寒心，一次次的举报，一次次的媒体报道，但是只是暂时的宁静，不知道什么时候可以真正的还凤溪中学所有师生一片湛蓝的天空？,,,
城管执法问题,待回复,城建 咨询,匿***,2016-10-1708:34,你好赵书记，我是一名农民工我想咨询一个问题，10月16日晚在凤溪城管执法过程中抢夺商贩的物品这样执法合适吗,,,
白鹤镇居委给外来人员出具居住证明拖延,待回复,政务 投诉,匿***,2016-10-1313:47,办理上海长期居住证，正常要先到所在居委开居住证明，才能去居住证办理点柜台受理或年审（第一次办好每年年审一次），目前遇到问题不管第一次办还是后续年审，每次去白鹤居委开证明都会卡，拖延等着，迟迟不给办理，老百姓也没办法，呵斥两句就打发你了。拿着纳税人的钱，不办事，也没人管没人问。,,,
